"> 时间","> 描述","> 类别标签","> 开始日期","> 结束日期","> 备注","> 标识码"
"2.583","看电影及跟同学聊","4E","2015-10-05 21:20:45","2015-10-05 23:55:45","","ChGQOaaZRzaeg_H4yTAi-g"
"1.000","专业奖学金的事","4O","2015-10-05 20:00:42","2015-10-05 21:00:42","","mghbOOm6TIqzwNk8O4j0xw"
"1.000","乱看手机","4Pr","2015-10-05 18:45:59","2015-10-05 19:45:59","","vGWh8OZaSeK4FYH2MBFwcg"
"1.000","写日记","2PM","2015-10-05 16:30:14","2015-10-05 17:30:14","","agCPbEE1SA-XcbJC6VTYxw"
"0.583","头难受 看综艺节目","4E","2015-10-05 15:40:36","2015-10-05 16:15:36","","N0ri4MDlQF2voq6bZd-Xjg"
"1.833","弄onenote代码高亮的事","2PM","2015-10-05 13:40:49","2015-10-05 15:30:49","","1XB_MqvMR1q2Zd6nlcsEBg"
"1.000","乱想","4Pr","2015-10-05 10:40:04","2015-10-05 11:40:04","","Tgr7dmZ1QoqcOS9B3jBhHg"
"0.917","英语朗读训练","2E","2015-10-05 09:30:21","2015-10-05 10:25:21","","LHQ6VUZNT7KQx7-s0v-2jA"
"0.333","弄上网的事","4O","2015-10-05 09:05:52","2015-10-05 09:25:52","","zNxB8qABTi6cxBEHhFIuwA"
"0.833","LeetCode 找错","1C","2015-10-04 22:30:26","2015-10-04 23:20:26","","Jt6uZ_lcRDKd6YEC5EyTjA"
"0.500","LeetCode","1C","2015-10-04 21:30:44","2015-10-04 22:00:44","","2Biqmib8SaywLAbvgXogEQ"
"1.000","LeetCode 想一道题","1C","2015-10-04 20:00:25","2015-10-04 21:00:25","","ZlxwCWaKTw2ozhqbd5S0vg"
"3.000","恶习","4Pr","2015-10-04 15:30:57","2015-10-04 18:30:57","","lssSVx-ASMymuBxs1PXNog"
"1.333","LeetCode 想一道题","1C","2015-10-04 14:10:22","2015-10-04 15:30:22","","EXHDo4sqRumHNIDKxZIlBg"
"1.000","LeetCode 想一道题","1C","2015-10-04 11:00:47","2015-10-04 12:00:47","","zP1CdqPDTmalWVxNRSbqhA"
"1.000","英语朗读训练","2E","2015-10-04 09:40:10","2015-10-04 10:40:10","","fEPBvUpSTRetRGN2Dt8jhw"
"0.417","日记","2PM","2015-10-04 09:05:16","2015-10-04 09:30:16","","De5SmMa6TiCPf8ltM2zqew"
"1.050","LeetCode 一道题怎么做都是超时","1C","2015-10-03 22:00:18","2015-10-03 23:03:18","","0-yjR6swQ1asuy6B5iAKIA"
"0.483","操场练","2S","2015-10-03 21:20:17","2015-10-03 21:49:17","","RLY-u7r6Qh6-CRYWCp6aIA"
"1.060","leetcode","1C","2015-10-03 20:02:04","2015-10-03 21:05:40","","emWHDKYFTw2zLQW4u_8KRw"
"0.201","leetcode","1C","2015-10-03 19:32:02","2015-10-03 19:44:04","","ibvgJ-yYRoC5ZxGwv9Sjuw"
"1.008","日记","2PM","2015-10-03 16:19:17","2015-10-03 17:19:44","","1T2g6u1LSnO-wXnxW6rMiA"
"0.420","犹豫要不要回外国教授的邮件","4BK","2015-10-03 15:24:18","2015-10-03 15:49:31","","I0SeGpxkSYuqJkRuXZjQkw"
"0.583","LeetCode 2道题","1C","2015-10-03 14:35:51","2015-10-03 15:10:51","","-ueRNBGVQvOrbRs0voynDw"
"0.417","电脑上网问题","4O","2015-10-03 14:05:02","2015-10-03 14:30:02","","Nu8Wjb7vTLy5s479Ng2TTQ"
"0.667","LeetCode 一道题","1C","2015-10-03 11:30:59","2015-10-03 12:10:59","","1MJ0sFkMSSyBLNnW-d4skg"
"1.500","英语朗读训练；读英语及写报告","2E","2015-10-03 10:00:59","2015-10-03 11:30:59","","Y-7BuoGfTNOKwFAmld3U8w"
"1.000","同学问自己","4O","2015-10-03 09:00:50","2015-10-03 10:00:50","","U4Bhcd48R865Lp0iS6Z5Ng"
"1.000","leetcode","1C","2015-10-02 21:30:02","2015-10-02 22:30:02","","YERU3jTpQVmqozTBPP-wgw"
"2.250","打乒乓","2S","2015-10-02 19:00:55","2015-10-02 21:15:55","","prPloB4ERVGdKFYZ5-ydAA"
"1.281","跟同学聊qq（跟梅欣聊，跟胡虎和彪哥谈打乒乓）","4Pr","2015-10-02 16:46:47","2015-10-02 18:03:38","","tg9miLlJS-q_p168hFBPkQ"
"0.425","LeetCode 想一道题","1C","2015-10-02 16:01:57","2015-10-02 16:27:27","","XoNdKGh2Sk6lmasuNp0vwg"
"0.321","LeetCode 想一道题","1C","2015-10-02 15:36:10","2015-10-02 15:55:24","","l3TTYylkSJKKQpoBp_4mgQ"
"1.467","LeetCode 想一道题","1C","2015-10-02 13:40:32","2015-10-02 15:08:32","","eDX7trRLQ1W4SiBHobbVKg"
"1.833","电脑上网问题","4O","2015-10-02 09:40:54","2015-10-02 11:30:54","","P9w26zhwRByATFsnvpluDA"
"1.000","英语朗读训练","2E","2015-10-02 08:30:21","2015-10-02 09:30:21","","86b_KbkvQMKNNPrFda3V5g"
"2.400","恶习","4Pr","2015-10-01 20:16:21","2015-10-01 22:40:21","","Qo7n9Nd6RwqaCJxjGCRrKg"
"5.000","出去玩","4E","2015-10-01 13:00:56","2015-10-01 18:00:56","","ey2D8x43S128EybF1f4LCg"
"0.500","动态规划","1A","2015-10-01 11:00:37","2015-10-01 11:30:37","","neCc4f5qQB6jPToFT-cLBQ"
"2.167","乱想，日记，英语朗读","4Pr","2015-10-01 08:30:00","2015-10-01 10:40:00","","tPJRIloqSeCwPuS2AvKQRA"
"0.333","Coupon 等待结果","1P","2015-09-30 23:00:47","2015-09-30 23:20:47","","MSzOciTPQWukxUcoLHYwKQ"
"0.333","Coupon ","1P","2015-09-30 22:20:46","2015-09-30 22:40:46","","Wq0r0955T1C8hic22b5Rww"
"0.667","查出去玩的地方","4Pr","2015-09-30 21:30:12","2015-09-30 22:10:12","","fbwAef4VQUCF5Cfog_kvQQ"
"1.000","Coupon ","1P","2015-09-30 20:25:03","2015-09-30 21:25:03","","6tno0j1nTPyLsLE8silk4A"
"0.417","休息","4Pr","2015-09-30 19:55:11","2015-09-30 20:20:11","","PY2hXThjSkWahKzn-fqEFQ"
"0.272","Coupon 乱试","1P","2015-09-30 19:35:26","2015-09-30 19:51:46","","FTGyULgSSMK1KzzWTiB3dA"
"0.417","操场练","2S","2015-09-30 17:55:19","2015-09-30 18:20:19","","YjixKJRTTA2HAhaSQNIq0A"
"0.167","程序改错","1P","2015-09-30 17:20:32","2015-09-30 17:30:32","","ztfnnf4oQmmj6dv-I-MavQ"
"0.517","Coupon 测试弄到Futher上","1P","2015-09-30 16:40:03","2015-09-30 17:11:03","","KZi_guERSKWJUUiQYO65nQ"
"0.309","划分测试集","1P","2015-09-30 16:09:21","2015-09-30 16:27:55","","UEpJvW3LS_-pBcE-v1t25A"
"0.083","Coupon 分解cpvtr加快速度","1P","2015-09-30 15:50:09","2015-09-30 15:55:09","","RUOAQgxGT5GnsNcXoogU-g"
"0.938","划分测试集，没划分好。想文件相等函数，发现很难做。","1P","2015-09-30 14:46:07","2015-09-30 15:42:23","","r9h7pDl4ThWC9Dsm1N-t0A"
"0.652","在futher原版上增加了SMALL","1P","2015-09-30 13:52:53","2015-09-30 14:31:59","","_mFOn_PBSvqfqsE8UxhL7w"
"0.250","乱看手机","4Pr","2015-09-30 13:05:27","2015-09-30 13:20:27","","HKzuyGmFTH-C0iVNBS47EQ"
"0.502","Coupon 思路混乱","1P","2015-09-30 11:44:17","2015-09-30 12:14:25","","exi-2_qTQZ61X4EWjg7qDw"
"0.369","Coupon 测试结果不理想","1P","2015-09-30 11:05:54","2015-09-30 11:28:04","","daXtt0knSW2QR1vPZJtSig"
"0.624","Coupon 重新试验SMALL_AREA","1P","2015-09-30 10:17:45","2015-09-30 10:55:13","","ymFVIs6yTM-dEnTZCIx3HQ"
"0.621","Coupon cpvtr太大，难以处理","1P","2015-09-30 09:28:01","2015-09-30 10:05:17","","UEDpVh_DQ9qXKptIGrHpLA"
"0.483","日记","2PM","2015-09-30 08:50:41","2015-09-30 09:19:41","","Btt9MKAzS-y3RBjOsQOv2A"
"1.333","英语朗读训练","2E","2015-09-30 07:20:24","2015-09-30 08:40:24","","31BZDXslTPOPvsTHRylx0Q"
"0.500","Coupon","1P","2015-09-29 20:40:57","2015-09-29 21:10:57","","xtrV1d4fR6my24xTvjAGdg"
"0.709","Coupon 思路混乱","1P","2015-09-29 19:51:05","2015-09-29 20:33:36","","fOlOW0OlQ16p4g9FafHM3Q"
"0.250","理发","4Pr","2015-09-29 19:20:05","2015-09-29 19:35:05","","Iv5pumJ4RsS0ScG9CRXJzw"
"1.167","瑜伽","2S","2015-09-29 18:00:57","2015-09-29 19:10:57","","XGt3dBlMRPScgDufdvNWig"
"0.516","Coupon 把Futher Modified移过来","1P","2015-09-29 16:34:10","2015-09-29 17:05:08","","7TzTEpI3SPGzRaaPinfmZg"
"0.600","Coupon 把Futher Modified移过来","1P","2015-09-29 15:40:39","2015-09-29 16:16:39","","6cIehAQ1RTuAoDD17-usMA"
"0.771","终于找到了bug，改变量名时没全改","1P","2015-09-29 14:49:57","2015-09-29 15:36:13","","6-5zsz7yQOSVBRNj14PKjg"
"0.330","看其他的解决方法及程序查错","1P","2015-09-29 14:13:31","2015-09-29 14:33:19","","FDjS0zslR-e0dpBcM2vXrw"
"0.430","看其他的解决方法","1P","2015-09-29 13:42:20","2015-09-29 14:08:09","","NCodW3ebTWKj-HPnOAFjug"
"0.456","Coupon 思考错误的原因","1P","2015-09-29 11:30:42","2015-09-29 11:58:03","","vr1oKlcjS-yaJA4VXFjFpw"
"0.191","Coupon 没思路","1P","2015-09-29 11:00:00","2015-09-29 11:11:28","","j4KhLO4_STCwjN52Lf8D7g"
"0.167","恶习","4Pr","2015-09-29 10:40:36","2015-09-29 10:50:36","","NlYobil-SCq4VgOInuRl4g"
"0.670","程序bug","1P","2015-09-29 09:55:36","2015-09-29 10:35:49","","Vy4QK1gCTrW151hnKP3w5g"
"0.333","日记","2PM","2015-09-29 09:20:59","2015-09-29 09:40:59","","jLQCWdOTR3KyXJyAFLqQDQ"
"0.333","整理英语朗读训练贴","2E","2015-09-29 09:00:59","2015-09-29 09:20:59","","-y48FTMqT6aJT1_vfj-XRA"
"1.167","英语朗读训练","2E","2015-09-29 07:50:27","2015-09-29 09:00:27","","w1K-HbjTS5eCyWAFz1e2hg"
"0.333","Coupon 调整特征参数","1P","2015-09-28 21:30:22","2015-09-28 21:50:22","","vCdVXnPKSLS2u2m63cwBeQ"
"0.333","跟学弟扯淡","4Pr","2015-09-28 21:05:44","2015-09-28 21:25:44","","QTk8I4pDSgyvRWvTYsXM0Q"
"1.167","给外国教授写邮件索要文献","4BK","2015-09-28 19:30:12","2015-09-28 20:40:12","","VUIgALJdQZmM1R-ILkrJtA"
"0.833","跟boss讨论","4BK","2015-09-28 18:30:28","2015-09-28 19:20:28","","qXQfgyVNQA6nF_gYYmS61g"
"0.821","找论文怎么都没找到 感到迷失 乱找了很多篇","4BK","2015-09-28 16:38:44","2015-09-28 17:28:00","","EJr9Q5LKRD2jL8wRZ04kDA"
"0.683","Coupon特征参数","1P","2015-09-28 15:48:59","2015-09-28 16:29:58","","zrOeznKqTJ2-XnHW9b38dg"
"0.661","LEM2","4BK","2015-09-28 14:44:10","2015-09-28 15:23:49","","2FFvk0qPSiKoREo9SufoMw"
"0.673","LEM2","4BK","2015-09-28 13:55:19","2015-09-28 14:35:43","","fGyV55OFR1e8Bj5j-x4Vjw"
"0.567","综艺节目","4E","2015-09-28 13:20:55","2015-09-28 13:54:55","","4gxcnUxhTsi85zJvq_FFsQ"
"0.224","LEM2","4BK","2015-09-28 11:34:50","2015-09-28 11:48:15","","JmetLyWlR8akJykcS99K9g"
"0.200","Coupon 变量命名搞混","1P","2015-09-28 11:20:16","2015-09-28 11:32:16","","DsRSl9dkRr-XJMpN3YgFtA"
"0.389","Coupon 给答案加个日期标志","1P","2015-09-28 10:49:18","2015-09-28 11:12:39","","KG36MicMTqWYoBH_jmFeRQ"
"1.062","Coupon 特征分开计算","1P","2015-09-28 09:16:19","2015-09-28 10:20:02","","lzvp3FwYSZq3INwjIx2vZA"
"0.750","英语朗读训练","2E","2015-09-28 08:20:28","2015-09-28 09:05:28","","8eCrMZOvSDKdr7H2kaVf9w"
"0.533","日记","2PM","2015-09-28 07:45:59","2015-09-28 08:17:59","","3zlt3z4KTKu9c0x0hBQZ3Q"
"0.573","Coupon 特征分开计算","1P","2015-09-27 21:05:52","2015-09-27 21:40:16","","pSr4OHiSQqCFiNrHiarjWg"
"1.417","C201 读","2E","2015-09-27 19:15:55","2015-09-27 20:40:55","","znWbyQvlTwSEJZ4PoxPwbw"
"0.632","Coupon 想用SQL 但发现不会用","1P","2015-09-27 16:40:34","2015-09-27 17:18:28","","9-YVmxZkQFeKSW6ZEU1LNg"
"0.421","Coupon 想用SQL 但发现不会用","1P","2015-09-27 16:05:47","2015-09-27 16:31:03","","4IZNd48oQ2eaDuNRHWVbAg"
"0.633","跟同学聊qq","4Pr","2015-09-27 15:20:43","2015-09-27 15:58:43","","EDmrlQfaRBqEDsha8RSX0g"
"0.279","Coupon 观察","1P","2015-09-27 15:03:20","2015-09-27 15:20:05","","-cqxagoAQLWuiIEFNKzHcA"
"1.167","综艺节目","4E","2015-09-27 13:50:45","2015-09-27 15:00:45","","4Eq4gQ2PR1ipltZprU6Kqg"
"1.000","跟同学聊qq","4Pr","2015-09-27 10:30:04","2015-09-27 11:30:04","","pKwNDqghSvunapJ8b17Z6A"
"2.000","周日记","2PM","2015-09-27 08:20:05","2015-09-27 10:20:05","","OMiiaY6GQWGspo3pfaf7nQ"
"0.450","乱看手机","4Pr","2015-09-27 07:50:13","2015-09-27 08:17:13","","iQMdo4YkTsCviGFoDwfCxg"
"1.500","听Sclaers讲","2PM","2015-09-26 21:00:23","2015-09-26 22:30:23","","CminBWULRb6ygpFGblviTA"
"2.500","生日聚餐","4Pr","2015-09-26 18:00:57","2015-09-26 20:30:57","","SxxcLSKyRtWBwsYqqq-krA"
"1.250","恶习","4Pr","2015-09-26 15:30:39","2015-09-26 16:45:39","","LQ6CeJ08QpmKXCZmWehLJg"
"1.500","乱七八糟的事","4Pr","2015-09-26 14:00:39","2015-09-26 15:30:39","","dd7_UdB8TWuUA9nSK1wx2Q"
"0.500","周日记","2PM","2015-09-26 11:40:01","2015-09-26 12:10:01","","G7sUyPqNR7G8BDWgyt40hQ"
"1.167","找餐厅","4Pr","2015-09-26 10:20:14","2015-09-26 11:30:14","","3Zoi8XixRLG4xPQj08vgDA"
"0.467","日记","2PM","2015-09-26 09:45:27","2015-09-26 10:13:27","","j9vk-Ig1S0mjKXfc57Y7Mw"
"1.000","乱想","4Pr","2015-09-26 08:30:59","2015-09-26 09:30:59","","JQPpWaKgRZCdgMmWnjZ4PQ"
"3.000","LeetCode 一道题 码的太慢","1C","2015-09-25 19:00:53","2015-09-25 22:00:53","","h3wDMtzpRMy1-F7Kb4A7nQ"
"1.348","LeetCode","1C","2015-09-25 16:06:19","2015-09-25 17:27:12","","bMy8lo2JS4OTqEphZv11nA"
"1.000","乱找吃饭的餐厅","4Pr","2015-09-25 15:00:44","2015-09-25 16:00:44","","BltkVwgXRKe_JnzNflXnOw"
"1.000","班会","4O","2015-09-25 14:00:15","2015-09-25 15:00:15","","R0aE7B18QHy2Fd9qyKxvJQ"
"0.500","成绩统计","4O","2015-09-25 13:25:26","2015-09-25 13:55:26","","6xinzQmMR6606c5sVfAGwA"
"0.250","成绩统计","4O","2015-09-25 11:35:57","2015-09-25 11:50:57","","x35V5YEPSUqlNzIPy-eJVw"
"0.189","LeetCode","1C","2015-09-25 11:17:44","2015-09-25 11:29:03","","3cnC77_aTIq5I1QNR5D-oQ"
"0.314","起早头难受 Coupon 没思路","1P","2015-09-25 10:57:35","2015-09-25 11:16:25","","Xh73GfLORj-iQQrw1MWhbQ"
"0.250","起早头难受 Coupon 没思路","1P","2015-09-25 10:25:52","2015-09-25 10:40:52","","ACmJPNDUS9qkU9IVZFMfxw"
"0.333","日记","2PM","2015-09-25 09:50:21","2015-09-25 10:10:21","","xep0R9qyTiK3rzu9VbQ7Ng"
"0.500","休息","4Pr","2015-09-25 09:10:35","2015-09-25 09:40:35","","QDrCOCLVSR-b4t51M3a7hw"
"2.167","学车","4O","2015-09-25 07:00:35","2015-09-25 09:10:35","","FC7M4PUERcavgGjRLdzk0w"
"1.750","Xu程序 及跟boss聊","4BK","2015-09-24 21:00:04","2015-09-24 22:45:04","","yyYJLnVgREGfKSMPqBBb4Q"
"1.167","Xu程序 算全部约简 找bug","4BK","2015-09-24 19:30:45","2015-09-24 20:40:45","","HspfOWQIQsqouw1esnjrcA"
"1.167","瑜伽课","2S","2015-09-24 18:00:05","2015-09-24 19:10:05","","OBDUFKAXQlSB7el2ny8y5g"
"0.333","Xu程序 算全部约简 找bug","4BK","2015-09-24 16:40:12","2015-09-24 17:00:12","","J-yXJqGXRNi9SzqTXxQQNg"
"0.674","跑腿报销","4BK","2015-09-24 15:51:29","2015-09-24 16:31:54","","zM3xquHWTN-LkwknwpBFOw"
"1.083","个人小结","4O","2015-09-24 14:40:25","2015-09-24 15:45:25","","FGogo-B0Ru-6QtY33ibSCg"
"1.168","Xu程序 算全部约简 找bug","4BK","2015-09-24 13:20:16","2015-09-24 14:30:21","","H71WNLxgT36mTohuGwaC_w"
"1.167","Xu程序 计算全部约简","4BK","2015-09-24 10:40:25","2015-09-24 11:50:25","","YdlQi9AFS4uSvD0DRBRJ8w"
"0.649","Xu程序 计算全部约简","4BK","2015-09-24 09:52:04","2015-09-24 10:31:02","","KlhnsBj-R5iKOkXqmw2GYA"
"0.360","Coupon 没思路","1P","2015-09-24 09:16:31","2015-09-24 09:38:07","","lVObltRjQb2bNPMeoTcM3A"
"0.230","日记","2PM","2015-09-24 08:46:38","2015-09-24 09:00:25","","oO1fdnq0R-CLgdgGqZ3nTg"
"0.939","《观呼吸》读书笔记","2R","2015-09-24 07:43:39","2015-09-24 08:40:01","","PJJizVpgRwu04zjk8Ma5QQ"
"0.167","Xu程序 计算全部约简","4BK","2015-09-23 21:40:12","2015-09-23 21:50:12","","Fyi2JnkzSgGy8IpF7ds7Ww"
"2.240","Xu程序 计算全部约简","4BK","2015-09-23 19:17:33","2015-09-23 21:31:56","","aZAjKbIASeSEvDfN4UlaDw"
"0.500","操场练","2S","2015-09-23 17:35:07","2015-09-23 18:05:07","","PZl17aE_TjqbSEDOvwxXEA"
"0.499","Xu程序 计算全部约简","4BK","2015-09-23 16:49:54","2015-09-23 17:19:52","","TJ7IUEQzTCuzMg5M7TdTUA"
"0.201","Coupon 观察","1P","2015-09-23 16:26:39","2015-09-23 16:38:42","","t8deuX6AQV2g6IJ4oHXCyw"
"0.621","Coupon 验证","1P","2015-09-23 15:36:41","2015-09-23 16:13:57","","v8vucJYUQiSCFGYc5lWqJg"
"1.667","去车俩管理所","4O","2015-09-23 13:30:31","2015-09-23 15:10:31","","2O05B9E5RweKYYV-Lq950A"
"0.333","商量去车俩管理所","4O","2015-09-23 11:20:57","2015-09-23 11:40:57","","f8Sb621TQhmBphFlLZnr1g"
"0.946","Coupon 验证 得分函数","1P","2015-09-23 10:15:30","2015-09-23 11:12:14","","_17MEx1NSOazFN9J2-NqGQ"
"0.583","日记","2PM","2015-09-23 09:30:31","2015-09-23 10:05:31","","lvEX0q5YT_eVE8HCRsGJ6g"
"0.833","先读了杂文，再想弄《观呼吸》但发现时间很短了，不想弄","2R","2015-09-23 08:35:30","2015-09-23 09:25:30","","5EyXibuSSyauB_Gv90ebVA"
"0.167","早晨来后琐事","4Pr","2015-09-23 08:20:04","2015-09-23 08:30:04","","XJBTFY41S-WsSSfunHZGTg"
"0.750","Coupon 解决了Valireult的分组合并问题","1P","2015-09-22 21:45:25","2015-09-22 22:30:25","","sg7o_VOBS-eC-BLkBi8u-w"
"0.897","Xu程序 计算全部约简","4BK","2015-09-22 20:32:39","2015-09-22 21:26:28","","IxCpybDwQwme685vtK8OFQ"
"0.773","Xu程序 计算全部约简","4BK","2015-09-22 19:36:44","2015-09-22 20:23:08","","KhLIKjosQuu6Ix2446Z_rg"
"1.000","瑜伽","2S","2015-09-22 18:00:11","2015-09-22 19:00:11","","zKDer9HsRPm3ukUGEKO2iw"
"0.293","分组合并弄不好","1P","2015-09-22 16:47:07","2015-09-22 17:04:43","","HTTgvKvBQ1Sa3L-_yQdHNw"
"0.517","综艺节目","4E","2015-09-22 16:15:27","2015-09-22 16:46:27","","4SjxMSJIQumrXKvlBDqZ1g"
"1.689","Coupon 验证陷进去","1P","2015-09-22 14:27:30","2015-09-22 16:08:49","","6S5hXCLiT8yjZgrpCvEVHA"
"0.584","Coupon list area实现了，但发现得分很低","1P","2015-09-22 13:38:08","2015-09-22 14:13:11","","uuNAQYsnR_qOtHcMCojJzw"
"0.333","Coupon list area实现","1P","2015-09-22 11:40:55","2015-09-22 12:00:55","","3wMfedThRZuBZXES8i2PMA"
"0.560","跟同学聊qq","4Pr","2015-09-22 11:07:19","2015-09-22 11:40:55","","kkddqFzYQVWPoV7njozv4Q"
"0.500","报名PAT","4O","2015-09-22 10:00:56","2015-09-22 10:30:56","","51EJ3nBZRrWqUS0BNzFhpw"
"3.000","学车","4O","2015-09-22 07:00:56","2015-09-22 10:00:56","","aYQ8HghTTLiwerr0my99Yg"
"0.417","运动","2S","2015-09-21 22:55:39","2015-09-21 23:20:39","","rn9oC-xKTe6ZxMRySw2spg"
"1.000","跟张婧虹聊找工作的事","4Pr","2015-09-21 21:30:56","2015-09-21 22:30:56","","-XJoESCiSqmoS6XTb4F5Aw"
"0.575","Coupon list area实现","1P","2015-09-21 20:41:23","2015-09-21 21:15:52","","aNHju7nrRgqT8TOZi3SNrg"
"1.226","Xu程序 跟bos聊","4BK","2015-09-21 18:49:33","2015-09-21 20:03:05","","zU7uBEaqTQeGIsbo8SG4cQ"
"0.417","综艺节目","4E","2015-09-21 18:05:53","2015-09-21 18:30:53","","qazqTIM7TOe4oG1D1gxa2g"
"0.666","Coupon list area思路不清","1P","2015-09-21 16:30:56","2015-09-21 17:10:55","","zmZbwO0iSOm1uMFQdvYYaw"
"0.167","学车的事","4O","2015-09-21 16:10:46","2015-09-21 16:20:46","","9WKy6LJVT9O0O0v0necCvQ"
"0.566","Coupon list area实现","1P","2015-09-21 15:35:04","2015-09-21 16:09:03","","r1OGTyY3QyukDc-xDH-LGA"
"0.500","Xu程序","4BK","2015-09-21 14:50:11","2015-09-21 15:20:11","","_gpxRpBDTGGdeCdrU56krg"
"0.768","Xu程序 想范化约简","4BK","2015-09-21 13:54:58","2015-09-21 14:41:03","","lU6s_1CFToGfHHL56IA_1Q"
"1.058","Xu程序","4BK","2015-09-21 10:57:26","2015-09-21 12:00:56","","raA29-hxQs6WHieSyF_0Sg"
"0.367","困难补助","4O","2015-09-21 10:25:23","2015-09-21 10:47:23","","AJx6ov6FS3uPnY4SWVfnog"
"1.368","Coupon list area处理","1P","2015-09-21 09:01:17","2015-09-21 10:23:23","","m4cAHLilTde5SVsVMVcmtw"
"0.250","乱七八糟","4Pr","2015-09-21 08:45:59","2015-09-21 09:00:59","","_qU3p_NvRk-d_JBDXOAGyQ"
"0.417","日记","2PM","2015-09-21 08:20:34","2015-09-21 08:45:34","","RmS6tUu_QZGkb2lUf2mhsA"
"0.500","《观呼吸》读书笔记","2R","2015-09-21 07:50:25","2015-09-21 08:20:25","","_Lgz6vnRQyuoAoBDfSWbRQ"
"0.250","早晨到实验室后琐事","4Pr","2015-09-21 07:35:25","2015-09-21 07:50:25","","Fr00my6jSAa5It6TQoD3Zw"
"0.350","Coupon list area","1P","2015-09-20 21:25:13","2015-09-20 21:46:13","","I1QrEuoJRzunllRthMmyMg"
"0.917","Coupon list area","1P","2015-09-20 20:15:04","2015-09-20 21:10:04","","zQjJQU8PSWuNERqSuYJ90Q"
"0.065","Xu程序","4BK","2015-09-20 20:03:40","2015-09-20 20:07:33","","C_oAcF7kRJOooSoMPBp8oQ"
"0.338","Xu程序","4BK","2015-09-20 19:37:23","2015-09-20 19:57:39","","eiU732tWQcOjv1KGleOayw"
"0.333","综艺节目","4E","2015-09-20 19:15:36","2015-09-20 19:35:36","","bOGQWO2MQWCQ1Sq5KivDcg"
"0.642","Xu程序","4BK","2015-09-20 18:32:51","2015-09-20 19:11:22","","iisDFQ3oQCmSDsm76Ueg1A"
"0.633","Coupon list area处理及想用SVN但没用成","1P","2015-09-20 16:20:08","2015-09-20 16:58:08","","UOt3kywkRJyEVJD7lyCJAg"
"0.702","怎样利用list area","1P","2015-09-20 15:26:51","2015-09-20 16:08:58","","NOZCmtDcROm5PQNgP0GuAA"
"1.037","LeetCode","1C","2015-09-20 14:15:30","2015-09-20 15:17:43","","cyHpITl2SE-TpOQDFYTiYg"
"0.529","Coupon 发现缺失值处理没用","1P","2015-09-20 13:35:57","2015-09-20 14:07:42","","hlgTo_y2Qy2zhM4pbugqXg"
"1.000","沃尔玛购物","4Pr","2015-09-20 10:30:54","2015-09-20 11:30:54","","lkpk476_TIqOzkFPtfnBbw"
"2.500","腾讯志愿者","4Pr","2015-09-20 08:00:54","2015-09-20 10:30:54","","L7gsjDH6TF6-UaInqlLgYA"
"1.166","周日记","2PM","2015-09-19 20:36:12","2015-09-19 21:46:11","","OgxqAb8xSVCqZVTa3gdjFg"
"0.206","时间统计程序改进","2PM","2015-09-19 20:05:34","2015-09-19 20:17:54","","UupilF7cSdOUbcDWv6hYgQ"
"0.706","时间统计程序改进","2PM","2015-09-19 19:23:12","2015-09-19 20:05:33","","Jn2FyM7QS82WqzurUNjZQA"
"0.517","纠结于困难补助怎么写","4Pr","2015-09-19 16:30:43","2015-09-19 17:01:43","","XgNZjI8HQo2Bq7UlQqoldA"
"0.583","日记","2PM","2015-09-19 15:30:44","2015-09-19 16:05:44","","S5RpS-vHS-GIvYMU0w_IBw"
"0.500","乱想","4Pr","2015-09-19 15:00:05","2015-09-19 15:30:05","","9Ywm8ouFQhemKD-U0JVvJw"
"1.000","瑜伽课","2S","2015-09-19 13:30:36","2015-09-19 14:30:36","","f44qHNxQRoC87viac_4KgQ"
"0.417","看《禁闭岛》影评","4E","2015-09-19 13:00:22","2015-09-19 13:25:22","","jE4lJ8kuStS43dw6ntMLTw"
"0.500","看《禁闭岛》影评","4E","2015-09-19 10:20:57","2015-09-19 10:50:57","","xTkLo1VkQfCzcToI6LfmNw"
"1.500","《禁闭岛》","4E","2015-09-19 08:45:49","2015-09-19 10:15:49","","zhVlIkfXTlGYCtxyFy1raQ"
"0.333","等着下载电影","4Pr","2015-09-18 21:40:33","2015-09-18 22:00:33","","X6aE1UElTlmUPv7qr4sF1g"
"2.008","Coupon 缺失值的处理","1P","2015-09-18 19:20:28","2015-09-18 21:20:57","","VbQ_TdJ0RK6xyFnq3aJQJg"
"0.333","Xu程序","4BK","2015-09-18 18:45:20","2015-09-18 19:05:20","","ytDx3TLSQ9eM1Nv5dFyK2w"
"0.670","Xu程序 识别矩阵 多个约简","4BK","2015-09-18 16:50:44","2015-09-18 17:30:55","","uvrpZhZtTmSfMex0MXuyxQ"
"1.067","Coupon 缺失值的处理","1P","2015-09-18 15:30:38","2015-09-18 16:34:38","","0UangAFrRJ2RnvP-Z-w7Qw"
"0.446","Coupon","1P","2015-09-18 14:54:46","2015-09-18 15:21:30","","QEukakl1RCaG1GQrOA1wDQ"
"0.158","Coupon 相似用的脚本跟浏览结果融合","1P","2015-09-18 14:22:55","2015-09-18 14:32:24","","K0GHeqgcTF6VYzstawIbFQ"
"0.488","Coupon 相似用的脚本跟浏览结果融合","1P","2015-09-18 13:52:08","2015-09-18 14:21:23","","aYUJkLr-SbCXycvI4VsMZw"
